 Time, durationA, durationB, comment,,,,,,
오후 4:49:15,104,107,,,,,,,
오후 4:49:15,103,104,,,,,,,
오후 4:49:15,103,104,,,,,,,
오후 4:49:15,100,104,,,,,,,
오후 4:49:15,100,104,,,,,,,
오후 4:49:15,97,114,,,,,,,
오후 4:49:15,97,114,,,,,,,
오후 4:49:15,96,97,,,,,,,
오후 4:49:15,96,97,,,,,,,
오후 4:49:15,95,98,,,,,,,
오후 4:49:15,95,98,,,,,,,
오후 4:49:15,96,96,,,,,,,
오후 4:49:15,96,96,,,,,,,
오후 4:49:16,100,96,,,,,,,
오후 4:49:16,100,96,,,,,,,
오후 4:49:16,94,96,,,,,,,
오후 4:49:16,94,96,,,,,,,
오후 4:49:16,96,94,,,,,,,
오후 4:49:16,96,94,,,,,,,
오후 4:49:16,95,94,,,,,,,
오후 4:49:16,95,94,,,,,,,
오후 4:49:16,96,95,,,,,,,
오후 4:49:16,96,95,,,,,,,
오후 4:49:16,96,100,,,,,,,
오후 4:49:16,96,100,,,,,,,
오후 4:49:16,98,96,,,,,,,
오후 4:49:16,98,96,,,,,,,
오후 4:49:16,100,103,,,,,,,
오후 4:49:16,100,103,,,,,,,
오후 4:49:16,102,99,,,,,,,
오후 4:49:16,102,99,,,,,,,
오후 4:49:16,106,109,,,,,,,
오후 4:49:16,106,109,,,,,,,
오후 4:49:16,110,103,,,,,,,
오후 4:49:16,110,103,,,,,,,
오후 4:49:16,110,103,,,,,,,
오후 4:49:16,110,103,,,,,,,
오후 4:49:16,111,105,,,,,,,
오후 4:49:16,111,105,,,,,,,
오후 4:49:16,116,110,,,,,,,
오후 4:49:16,116,110,,,,,,,
오후 4:49:16,116,111,,,,,,,
오후 4:49:16,116,111,,,,,,,
오후 4:49:16,132,119,,,,,,,
오후 4:49:16,132,119,,,,,,,
오후 4:49:16,124,122,,,,,,,
오후 4:49:16,124,122,,,,,,,
오후 4:49:16,136,136,,,,,,,
오후 4:49:16,136,136,,,,,,,
오후 4:49:16,224,127,,,,,,,
오후 4:49:16,224,127,,,,,,,
오후 4:49:16,136,126,,,,,,,
오후 4:49:16,136,126,,,,,,,
오후 4:49:16,225,222,,,,,,,
오후 4:49:16,225,222,,,,,,,
오후 4:49:17,224,221,,,,,,,
오후 4:49:17,224,221,,,,,,,
오후 4:49:17,224,134,,,,,,,
오후 4:49:17,224,134,,,,,,,
오후 4:49:17,224,221,,,,,,,
오후 4:49:17,224,221,,,,,,,
오후 4:49:17,225,222,,,,,,,
오후 4:49:17,225,222,,,,,,,
오후 4:49:17,223,222,,,,,,,
오후 4:49:17,223,222,,,,,,,
오후 4:49:17,,,IN,,,,,,
오후 4:49:22,223,222,,,,,,,
오후 4:49:22,223,222,,,,,,,
오후 4:49:22,223,222,,,,,,,
오후 4:49:22,138,126,,,,,,,
오후 4:49:22,223,222,,,,,,,
오후 4:49:23,223,222,,,,,,,
오후 4:49:23,223,222,,,,,,,
오후 4:49:23,225,121,,,,,,,
오후 4:49:23,138,126,,,,,,,
오후 4:49:23,138,126,,,,,,,
오후 4:49:23,138,126,,,,,,,
오후 4:49:23,123,117,,,,,,,
오후 4:49:23,123,117,,,,,,,
오후 4:49:23,123,117,,,,,,,
오후 4:49:23,123,222,,,,,,,
오후 4:49:23,123,222,,,,,,,
오후 4:49:23,117,106,,,,,,,
오후 4:49:23,117,106,,,,,,,
오후 4:49:23,116,96,,,,,,,
오후 4:49:23,116,96,,,,,,,
오후 4:49:23,94,91,,,,,,,
오후 4:49:23,94,91,,,,,,,
오후 4:49:23,92,89,,,,,,,
오후 4:49:23,92,89,,,,,,,
오후 4:49:23,90,89,,,,,,,
오후 4:49:23,90,89,,,,,,,
오후 4:49:23,90,89,,,,,,,
오후 4:49:23,90,89,,,,,,,
오후 4:49:23,89,97,,,,,,,
오후 4:49:23,89,97,,,,,,,
오후 4:49:23,91,88,,,,,,,
오후 4:49:23,91,88,,,,,,,
오후 4:49:23,88,89,,,,,,,
오후 4:49:23,88,89,,,,,,,
오후 4:49:23,89,92,,,,,,,
오후 4:49:23,89,92,,,,,,,
오후 4:49:23,91,93,,,,,,,
오후 4:49:23,91,93,,,,,,,
오후 4:49:23,94,100,,,,,,,
오후 4:49:23,94,100,,,,,,,
오후 4:49:23,98,102,,,,,,,
오후 4:49:23,98,102,,,,,,,
오후 4:49:23,102,179,,,,,,,
오후 4:49:23,102,179,,,,,,,
오후 4:49:23,107,177,,,,,,,
오후 4:49:23,107,177,,,,,,,
오후 4:49:23,111,118,,,,,,,
오후 4:49:24,111,118,,,,,,,
오후 4:49:24,121,167,,,,,,,
오후 4:49:24,121,167,,,,,,,
오후 4:49:24,120,172,,,,,,,
오후 4:49:24,120,172,,,,,,,
오후 4:49:24,124,168,,,,,,,
오후 4:49:24,124,168,,,,,,,
오후 4:49:24,135,163,,,,,,,
오후 4:49:24,135,163,,,,,,,
오후 4:49:24,166,162,,,,,,,
오후 4:49:24,166,162,,,,,,,
