 Time, durationA, durationB, comment
16:29:02,110,113,
16:29:02,110,113,
16:29:02,109,111,
16:29:02,109,111,
16:29:03,110,108,
16:29:03,110,108,
16:29:03,107,108,
16:29:03,107,108,
16:29:03,108,106,
16:29:03,108,106,
16:29:03,110,108,
16:29:03,110,108,
16:29:03,110,107,
16:29:03,110,107,
16:29:03,111,108,
16:29:03,111,108,
16:29:03,111,109,
16:29:03,111,109,
16:29:03,114,110,
16:29:03,114,110,
16:29:03,113,110,
16:29:03,113,110,
16:29:03,115,113,
16:29:03,115,113,
16:29:03,117,114,
16:29:03,117,114,
16:29:03,121,117,
16:29:03,121,117,
16:29:03,125,120,
16:29:03,125,120,
16:29:03,130,122,
16:29:03,130,122,
16:29:03,129,125,
16:29:03,129,125,
16:29:03,131,130,
16:29:03,131,130,
16:29:03,133,128,
16:29:03,133,128,
16:29:03,141,130,
16:29:03,141,130,
16:29:04,139,143,
16:29:04,139,143,
16:29:04,140,135,
16:29:04,140,135,
16:29:04,143,137,
16:29:04,143,137,
16:29:04,144,139,
16:29:04,144,139,
16:29:04,225,142,
16:29:04,225,142,
16:29:04,224,151,
16:29:04,224,151,
16:29:04,162,222,
16:29:04,162,222,
16:29:07,223,159,
16:29:07,223,159,
16:29:07,,,IN
16:29:07,223,154,
16:29:07,223,154,
16:29:07,223,154,
16:29:07,223,148,
16:29:07,222,222,
16:29:07,222,222,
16:29:07,222,222,
16:29:08,154,144,
16:29:08,223,148,
16:29:08,223,148,
16:29:08,223,148,
16:29:08,145,139,
16:29:08,145,139,
16:29:08,145,139,
16:29:08,148,136,
16:29:08,148,136,
16:29:08,131,126,
16:29:08,131,126,
16:29:08,130,121,
16:29:08,130,121,
16:29:08,126,118,
16:29:08,126,118,
16:29:08,127,115,
16:29:08,127,115,
16:29:08,117,112,
16:29:08,117,112,
16:29:08,114,110,
16:29:08,114,110,
16:29:08,112,110,
16:29:08,112,110,
16:29:08,111,108,
16:29:08,111,108,
16:29:08,110,107,
16:29:08,110,107,
16:29:08,110,106,
16:29:08,110,106,
16:29:08,108,106,
16:29:08,108,106,
16:29:08,108,105,
16:29:08,108,105,
16:29:08,107,106,
16:29:08,107,106,
16:29:08,109,106,
16:29:08,109,106,
16:29:08,109,108,
16:29:08,109,108,
16:29:08,105,112,
16:29:08,105,112,
16:29:09,106,106,
16:29:09,106,106,
16:29:09,106,106,
16:29:09,106,106,
16:29:09,105,106,
16:29:09,105,106,
16:29:09,107,115,
16:29:09,107,115,
16:29:09,108,110,
16:29:09,108,110,
16:29:09,109,111,
16:29:09,109,111,
16:29:09,115,116,
16:29:09,115,116,
16:29:09,115,119,
16:29:09,115,119,
16:29:09,118,124,
16:29:09,118,124,
16:29:09,121,126,
16:29:09,121,126,
16:29:09,120,125,
16:29:09,120,125,
16:29:09,124,129,
16:29:09,124,129,
16:29:09,129,134,
16:29:09,129,134,
16:29:09,132,141,
16:29:09,132,141,
16:29:09,127,120,
16:29:09,127,120,
16:29:09,125,121,
16:29:09,125,121,
16:29:09,123,115,
16:29:09,123,115,
16:29:09,115,115,
16:29:09,115,115,
16:29:09,113,109,
16:29:09,113,109,
16:29:09,110,143,
16:29:10,110,143,
16:29:10,164,111,
16:29:10,164,111,
16:29:10,110,104,
16:29:10,110,104,
16:29:10,114,108,
16:29:10,114,108,
16:29:10,108,142,
16:29:10,108,142,
16:29:10,105,104,
16:29:10,105,104,
16:29:10,105,231,
16:29:10,105,231,
16:29:10,105,106,
16:29:10,105,106,
16:29:10,104,106,
16:29:10,104,106,
16:29:10,105,107,
16:29:10,105,107,
16:29:10,108,107,
16:29:10,108,107,
16:29:10,106,109,
16:29:10,106,109,
16:29:10,109,116,
16:29:10,109,116,
16:29:10,114,116,
16:29:10,114,116,
16:29:10,111,119,
16:29:10,111,119,
16:29:10,118,143,
16:29:10,118,143,
16:29:10,118,124,
16:29:10,118,124,
16:29:10,125,127,
16:29:10,125,127,
16:29:10,126,222,
16:29:10,126,222,
16:29:10,133,136,
16:29:11,133,136,
16:29:11,134,222,
16:29:11,134,222,
16:29:11,135,142,
16:29:11,135,142,
16:29:11,147,222,
16:29:11,147,222,
16:29:11,147,222,
16:29:11,147,222,
16:29:11,153,222,
16:29:11,153,222,
16:29:11,223,222,
16:29:11,223,222,
16:29:11,224,222,
16:29:11,224,222,
16:29:11,,,OUT
16:29:17,180,223,
16:29:17,180,223,
16:29:17,180,223,
16:29:17,144,223,
16:29:17,223,223,
16:29:17,223,223,
16:29:17,223,223,
16:29:17,142,148,
16:29:17,144,223,
16:29:17,144,223,
16:29:17,144,223,
16:29:17,138,143,
16:29:17,138,143,
16:29:17,138,143,
16:29:17,135,168,
16:29:17,135,168,
16:29:17,130,133,
16:29:17,130,133,
16:29:17,132,135,
16:29:18,132,135,
16:29:18,129,130,
16:29:18,129,130,
16:29:18,129,129,
16:29:18,129,129,
16:29:18,127,128,
16:29:18,127,128,
16:29:18,127,129,
16:29:18,127,129,
16:29:18,127,128,
16:29:18,127,128,
16:29:18,126,126,
16:29:18,126,126,
16:29:18,125,124,
16:29:18,125,124,
16:29:18,133,125,
16:29:18,133,125,
16:29:18,129,125,
16:29:18,129,125,
16:29:18,134,125,
16:29:18,134,125,
16:29:18,130,128,
16:29:18,130,128,
16:29:18,138,128,
16:29:18,138,128,
16:29:18,133,130,
16:29:18,133,130,
16:29:18,136,132,
16:29:18,136,132,
16:29:18,137,133,
16:29:18,137,133,
16:29:18,139,134,
16:29:18,139,134,
16:29:18,141,135,
16:29:18,141,135,
16:29:18,143,141,
16:29:18,143,141,
16:29:18,147,143,
16:29:18,147,143,
16:29:19,157,175,
16:29:19,157,175,
16:29:19,160,151,
16:29:19,160,151,
16:29:19,151,150,
16:29:19,151,150,
16:29:19,153,152,
16:29:19,153,152,
16:29:19,143,151,
16:29:19,143,151,
16:29:19,138,144,
16:29:19,138,144,
16:29:19,143,146,
16:29:19,143,146,
16:29:19,136,140,
16:29:19,136,140,
16:29:19,131,139,
16:29:19,131,139,
16:29:19,130,222,
16:29:19,130,222,
16:29:19,127,135,
16:29:19,127,135,
16:29:19,127,130,
16:29:19,127,130,
16:29:19,121,124,
16:29:19,121,124,
16:29:19,116,122,
16:29:19,116,122,
16:29:19,113,115,
16:29:19,113,115,
16:29:19,111,116,
16:29:19,111,116,
16:29:19,109,112,
16:29:19,109,112,
16:29:19,108,110,
16:29:19,108,110,
16:29:19,106,110,
16:29:19,106,110,
16:29:19,105,107,
16:29:19,105,107,
16:29:20,104,107,
16:29:20,104,107,
16:29:20,105,105,
16:29:20,105,105,
16:29:20,104,104,
16:29:20,104,104,
16:29:20,104,116,
16:29:20,104,116,
16:29:20,105,105,
16:29:20,105,105,
16:29:20,105,105,
16:29:20,105,105,
16:29:20,106,107,
16:29:20,106,107,
16:29:20,107,106,
16:29:20,107,106,
16:29:20,107,106,
16:29:20,107,106,
16:29:20,109,107,
16:29:20,109,107,
16:29:20,109,106,
16:29:20,109,106,
16:29:20,112,112,
16:29:20,112,112,
16:29:20,110,108,
16:29:20,110,108,
16:29:20,111,108,
16:29:20,111,108,
16:29:20,114,110,
16:29:20,114,110,
16:29:20,117,115,
16:29:20,117,115,
16:29:20,117,113,
16:29:20,117,113,
16:29:20,117,113,
16:29:20,117,113,
16:29:20,120,115,
16:29:20,120,115,
16:29:20,128,116,
16:29:21,128,116,
16:29:21,124,123,
16:29:21,124,123,
16:29:21,224,129,
16:29:21,224,129,
16:29:21,224,127,
16:29:21,224,127,
16:29:21,137,135,
16:29:21,137,135,
16:29:21,144,138,
16:29:21,144,138,
16:29:21,224,143,
16:29:21,224,143,
16:29:21,224,222,
16:29:21,224,222,
16:29:21,150,143,
16:29:21,150,143,
16:29:21,226,147,
16:29:21,226,147,
16:29:21,224,222,
16:29:21,224,222,
16:29:21,224,223,
16:29:21,224,223,
16:29:21,223,222,
16:29:21,223,222,
16:29:21,,,IN
16:29:25,167,169,
16:29:25,167,169,
16:29:25,167,169,
16:29:25,174,143,
16:29:25,224,156,
16:29:25,224,156,
16:29:25,224,156,
16:29:25,147,144,
16:29:25,174,143,
16:29:25,174,143,
16:29:25,174,143,
16:29:25,139,138,
16:29:25,139,138,
16:29:25,139,138,
16:29:25,137,133,
16:29:25,137,133,
16:29:25,135,126,
16:29:25,135,126,
16:29:25,127,128,
16:29:26,127,128,
16:29:26,125,119,
16:29:26,125,119,
16:29:26,127,118,
16:29:26,127,118,
16:29:26,122,116,
16:29:26,122,116,
16:29:26,123,115,
16:29:26,123,115,
16:29:26,118,115,
16:29:26,118,115,
16:29:26,117,115,
16:29:26,117,115,
16:29:26,117,114,
16:29:26,117,114,
16:29:26,116,113,
16:29:26,116,113,
16:29:26,117,114,
16:29:26,117,114,
16:29:26,114,113,
16:29:26,114,113,
16:29:26,114,112,
16:29:26,114,112,
16:29:26,112,112,
16:29:26,112,112,
16:29:26,111,114,
16:29:26,111,114,
16:29:26,110,112,
16:29:26,110,112,
16:29:26,111,111,
16:29:26,111,111,
16:29:26,110,111,
16:29:26,110,111,
16:29:26,113,112,
16:29:26,113,112,
16:29:26,111,119,
16:29:26,111,119,
16:29:26,112,116,
16:29:26,112,116,
16:29:27,118,120,
16:29:27,118,120,
16:29:27,119,122,
16:29:27,119,122,
16:29:27,117,125,
16:29:27,117,125,
16:29:27,121,125,
16:29:27,121,125,
16:29:27,121,128,
16:29:27,121,128,
16:29:27,127,129,
16:29:27,127,129,
16:29:27,127,132,
16:29:27,127,132,
16:29:27,132,137,
16:29:27,132,137,
16:29:27,127,126,
16:29:27,127,126,
16:29:27,132,125,
16:29:27,132,125,
16:29:27,132,129,
16:29:27,132,129,
16:29:27,148,131,
16:29:27,148,131,
16:29:27,148,123,
16:29:27,148,123,
16:29:27,126,122,
16:29:27,126,122,
16:29:27,122,120,
16:29:27,122,120,
16:29:27,115,113,
16:29:27,115,113,
16:29:27,111,109,
16:29:27,111,109,
16:29:27,108,107,
16:29:27,108,107,
16:29:27,116,108,
16:29:27,116,108,
16:29:27,120,116,
16:29:27,120,116,
16:29:28,119,118,
16:29:28,119,118,
16:29:28,117,117,
16:29:28,117,117,
16:29:28,117,121,
16:29:28,117,121,
16:29:28,119,120,
16:29:28,119,120,
16:29:28,116,115,
16:29:28,116,115,
16:29:28,117,112,
16:29:28,117,112,
16:29:28,106,107,
16:29:28,106,107,
16:29:28,106,111,
16:29:28,106,111,
16:29:28,112,110,
16:29:28,112,110,
16:29:28,114,116,
16:29:28,114,116,
16:29:28,117,119,
16:29:28,117,119,
16:29:28,119,120,
16:29:28,119,120,
16:29:28,120,127,
16:29:28,120,127,
16:29:28,119,123,
16:29:28,119,123,
16:29:28,122,128,
16:29:28,122,128,
16:29:28,124,149,
16:29:28,124,149,
16:29:28,128,222,
16:29:28,128,222,
16:29:28,132,144,
16:29:28,132,144,
16:29:28,136,144,
16:29:28,136,144,
16:29:29,139,171,
16:29:29,139,171,
16:29:29,149,152,
16:29:29,149,152,
16:29:29,155,222,
16:29:29,155,222,
16:29:29,162,222,
16:29:29,162,222,
16:29:29,224,222,
16:29:29,224,222,
16:29:29,,,OUT
16:29:29,162,222,
16:29:29,162,222,
16:29:29,162,222,
16:29:35,123,223,
16:29:35,224,222,
16:29:35,224,222,
16:29:35,224,222,
16:29:35,128,223,
16:29:35,223,222,
16:29:35,223,222,
16:29:36,223,222,
16:29:36,134,222,
16:29:36,158,222,
16:29:36,158,222,
16:29:36,158,222,
16:29:36,138,222,
16:29:36,138,222,
16:29:36,138,222,
16:29:36,138,222,
16:29:36,136,138,
16:29:36,225,222,
16:29:36,225,222,
16:29:36,225,222,
16:29:36,133,158,
16:29:36,136,138,
16:29:36,136,138,
16:29:36,136,138,
16:29:36,132,135,
16:29:36,132,135,
16:29:36,132,135,
16:29:36,128,139,
16:29:36,128,139,
16:29:36,119,128,
16:29:36,119,128,
16:29:36,116,128,
16:29:36,116,128,
16:29:36,124,119,
16:29:36,124,119,
16:29:36,117,125,
16:29:36,117,125,
16:29:36,117,117,
16:29:36,117,117,
16:29:36,121,121,
16:29:36,121,121,
16:29:36,124,123,
16:29:36,124,123,
16:29:36,125,125,
16:29:36,125,125,
16:29:37,125,131,
16:29:37,125,131,
16:29:37,127,127,
16:29:37,127,127,
16:29:37,129,128,
16:29:37,129,128,
16:29:37,130,128,
16:29:37,130,128,
16:29:37,132,131,
16:29:37,132,131,
16:29:37,132,130,
16:29:37,132,130,
16:29:37,138,128,
16:29:37,138,128,
16:29:37,130,137,
16:29:37,130,137,
16:29:37,127,125,
16:29:37,127,125,
16:29:37,140,121,
16:29:37,140,121,
16:29:37,124,140,
16:29:37,124,140,
16:29:37,146,121,
16:29:37,146,121,
16:29:37,145,118,
16:29:37,145,118,
16:29:37,121,118,
16:29:37,121,118,
16:29:37,149,142,
16:29:37,149,142,
16:29:37,148,143,
16:29:37,148,143,
16:29:37,181,172,
16:29:37,181,172,
16:29:37,153,154,
16:29:37,153,154,
16:29:37,184,173,
16:29:37,184,173,
16:29:37,,,IN
16:29:38,160,159,
16:29:38,160,159,
16:29:38,160,159,
16:29:38,138,222,
16:29:38,155,222,
16:29:38,155,222,
16:29:38,155,222,
16:29:38,137,144,
16:29:38,138,222,
16:29:38,138,222,
16:29:38,138,222,
16:29:38,133,139,
16:29:38,133,139,
16:29:38,133,139,
16:29:38,129,138,
16:29:38,129,138,
16:29:38,125,130,
16:29:38,125,130,
16:29:38,121,125,
16:29:38,121,125,
16:29:38,117,126,
16:29:38,117,126,
16:29:38,117,117,
16:29:38,117,117,
16:29:38,111,115,
16:29:39,111,115,
16:29:39,109,112,
16:29:39,109,112,
16:29:39,108,110,
16:29:39,108,110,
16:29:39,108,112,
16:29:39,108,112,
16:29:39,106,110,
16:29:39,106,110,
16:29:39,106,107,
16:29:39,106,107,
16:29:39,103,108,
16:29:39,103,108,
16:29:39,105,104,
16:29:39,105,104,
16:29:39,102,104,
16:29:39,102,104,
16:29:39,104,103,
16:29:39,104,103,
16:29:39,105,104,
16:29:39,105,104,
16:29:39,106,105,
16:29:39,106,105,
16:29:39,106,106,
16:29:39,106,106,
16:29:39,108,106,
16:29:39,108,106,
16:29:39,109,107,
16:29:39,109,107,
16:29:39,109,107,
16:29:39,109,107,
16:29:39,110,107,
16:29:39,110,107,
16:29:39,115,108,
16:29:39,115,108,
16:29:39,112,109,
16:29:39,112,109,
16:29:39,114,110,
16:29:39,114,110,
16:29:40,114,110,
16:29:40,114,110,
16:29:40,120,112,
16:29:40,120,112,
16:29:40,117,114,
16:29:40,117,114,
16:29:40,120,114,
16:29:40,120,114,
16:29:40,129,116,
16:29:40,129,116,
16:29:40,124,123,
16:29:40,124,123,
16:29:40,133,122,
16:29:40,133,122,
16:29:40,226,137,
16:29:40,226,137,
16:29:40,138,135,
16:29:40,138,135,
16:29:40,140,222,
16:29:40,140,222,
16:29:40,223,223,
16:29:40,223,223,
16:29:40,223,223,
16:29:40,223,223,
16:29:40,,,IN
16:29:44,223,223,
16:29:44,223,223,
16:29:44,223,223,
16:29:44,148,181,
16:29:44,224,222,
16:29:44,224,222,
16:29:44,224,222,
16:29:44,151,148,
16:29:44,224,222,
16:29:44,224,222,
16:29:44,224,222,
16:29:44,144,136,
16:29:44,151,148,
16:29:44,151,148,
16:29:44,151,148,
16:29:44,140,135,
16:29:44,140,135,
16:29:44,140,135,
16:29:44,136,132,
16:29:44,136,132,
16:29:44,133,127,
16:29:44,133,127,
16:29:44,129,126,
16:29:44,129,126,
16:29:44,134,121,
16:29:45,134,121,
16:29:45,124,119,
16:29:45,124,119,
16:29:45,120,115,
16:29:45,120,115,
16:29:45,126,114,
16:29:45,126,114,
16:29:45,117,114,
16:29:45,117,114,
16:29:45,117,117,
16:29:45,117,117,
16:29:45,115,112,
16:29:45,115,112,
16:29:45,115,112,
16:29:45,115,112,
16:29:45,113,111,
16:29:45,113,111,
16:29:45,113,112,
16:29:45,113,112,
16:29:45,113,112,
16:29:45,113,112,
16:29:45,112,110,
16:29:45,112,110,
16:29:45,110,110,
16:29:45,110,110,
16:29:45,111,114,
16:29:45,111,114,
16:29:45,112,112,
16:29:45,112,112,
16:29:45,110,111,
16:29:45,110,111,
16:29:45,109,110,
16:29:45,109,110,
16:29:45,109,111,
16:29:45,109,111,
16:29:45,114,116,
16:29:45,114,116,
16:29:45,115,114,
16:29:46,115,114,
16:29:46,118,116,
16:29:46,118,116,
16:29:46,117,123,
16:29:46,117,123,
16:29:46,121,122,
16:29:46,121,122,
16:29:46,122,126,
16:29:46,122,126,
16:29:46,121,114,
16:29:46,121,114,
16:29:46,117,116,
16:29:46,117,116,
16:29:46,115,104,
16:29:46,115,104,
16:29:46,104,103,
16:29:46,104,103,
16:29:46,118,102,
16:29:46,118,102,
16:29:46,106,114,
16:29:46,106,114,
16:29:46,110,111,
16:29:46,110,111,
16:29:46,111,111,
16:29:46,111,111,
16:29:46,117,115,
16:29:46,117,115,
16:29:46,113,119,
16:29:46,113,119,
16:29:46,114,115,
16:29:46,114,115,
16:29:46,115,119,
16:29:46,115,119,
16:29:46,117,118,
16:29:46,117,118,
16:29:46,118,119,
16:29:46,118,119,
16:29:46,115,118,
16:29:46,115,118,
16:29:46,112,123,
16:29:47,112,123,
16:29:47,113,152,
16:29:47,113,152,
16:29:47,109,112,
16:29:47,109,112,
16:29:47,108,130,
16:29:47,108,130,
16:29:47,108,111,
16:29:47,108,111,
16:29:47,108,151,
16:29:47,108,151,
16:29:47,133,222,
16:29:47,133,222,
16:29:47,134,221,
16:29:47,134,221,
16:29:47,123,222,
16:29:47,123,222,
16:29:47,224,222,
16:29:47,224,222,
16:29:47,141,222,
16:29:47,141,222,
16:29:47,149,222,
16:29:47,149,222,
16:29:47,148,223,
16:29:47,148,223,
16:29:47,148,223,
16:29:47,148,223,
16:29:47,152,222,
16:29:47,152,222,
16:29:47,158,223,
16:29:47,158,223,
16:29:47,190,222,
16:29:47,190,222,
16:29:47,,,OUT
16:29:53,167,222,
16:29:53,167,222,
16:29:53,167,222,
16:29:53,147,222,
16:29:53,147,222,
16:29:53,147,222,
16:29:53,147,222,
16:29:53,149,154,
16:29:53,224,222,
16:29:53,224,222,
16:29:53,224,222,
16:29:53,123,153,
16:29:53,149,154,
16:29:53,149,154,
16:29:53,149,154,
16:29:53,118,123,
16:29:53,118,123,
16:29:53,118,123,
16:29:53,114,117,
16:29:53,114,117,
16:29:53,108,117,
16:29:53,108,117,
16:29:53,106,110,
16:29:53,106,110,
16:29:53,105,109,
16:29:54,105,109,
16:29:54,115,107,
16:29:54,115,107,
16:29:54,102,120,
16:29:54,102,120,
16:29:54,100,102,
16:29:54,100,102,
16:29:54,108,103,
16:29:54,108,103,
16:29:54,112,115,
16:29:54,112,115,
16:29:54,119,118,
16:29:54,119,118,
16:29:54,122,122,
16:29:54,122,122,
16:29:54,124,120,
16:29:54,124,120,
16:29:54,126,123,
16:29:54,126,123,
16:29:54,129,128,
16:29:54,129,128,
16:29:54,130,131,
16:29:54,130,131,
16:29:54,124,138,
16:29:54,124,138,
16:29:54,121,124,
16:29:54,121,124,
16:29:54,118,123,
16:29:54,118,123,
16:29:54,113,118,
16:29:54,113,118,
16:29:54,110,112,
16:29:54,110,112,
16:29:54,108,113,
16:29:54,108,113,
16:29:54,106,109,
16:29:54,106,109,
16:29:54,106,106,
16:29:54,106,106,
16:29:54,104,104,
16:29:54,104,104,
16:29:54,104,103,
16:29:54,104,103,
16:29:55,103,104,
16:29:55,103,104,
16:29:55,105,104,
16:29:55,105,104,
16:29:55,106,104,
16:29:55,106,104,
16:29:55,108,106,
16:29:55,108,106,
16:29:55,112,108,
16:29:55,112,108,
16:29:55,117,112,
16:29:55,117,112,
16:29:55,116,113,
16:29:55,116,113,
16:29:55,119,116,
16:29:55,119,116,
16:29:55,122,119,
16:29:55,122,119,
16:29:55,128,121,
16:29:55,128,121,
16:29:55,141,137,
16:29:55,141,137,
16:29:55,132,127,
16:29:55,132,127,
16:29:55,224,223,
16:29:55,224,223,
16:29:55,144,138,
16:29:55,144,138,
16:29:55,147,222,
16:29:55,147,222,
16:29:55,224,223,
16:29:55,224,223,
16:29:55,171,223,
16:29:55,171,223,
16:29:55,,,IN
16:30:00,156,151,
16:30:00,156,151,
16:30:00,156,151,
16:30:00,168,149,
16:30:00,223,223,
16:30:00,223,223,
16:30:00,223,223,
16:30:00,159,138,
16:30:00,168,149,
16:30:00,168,149,
16:30:00,168,149,
16:30:00,153,137,
16:30:00,153,137,
16:30:00,153,137,
16:30:00,137,131,
16:30:00,137,131,
16:30:00,135,125,
16:30:00,135,125,
16:30:00,128,125,
16:30:00,128,125,
16:30:00,123,119,
16:30:00,123,119,
16:30:00,120,117,
16:30:00,120,117,
16:30:01,119,116,
16:30:01,119,116,
16:30:01,117,115,
16:30:01,117,115,
16:30:01,117,114,
16:30:01,117,114,
16:30:01,115,109,
16:30:01,115,109,
16:30:01,111,108,
16:30:01,111,108,
16:30:01,109,107,
16:30:01,109,107,
16:30:01,108,105,
16:30:01,108,105,
16:30:01,107,105,
16:30:01,107,105,
16:30:01,105,104,
16:30:01,105,104,
16:30:01,105,105,
16:30:01,105,105,
16:30:01,105,106,
16:30:01,105,106,
16:30:01,109,107,
16:30:01,109,107,
16:30:01,110,115,
16:30:01,110,115,
16:30:01,110,113,
16:30:01,110,113,
16:30:01,114,113,
16:30:01,114,113,
16:30:01,112,115,
16:30:01,112,115,
16:30:01,112,117,
16:30:01,112,117,
16:30:01,113,116,
16:30:01,113,116,
16:30:01,116,124,
16:30:01,116,124,
16:30:02,116,124,
16:30:02,116,124,
16:30:02,120,133,
16:30:02,120,133,
16:30:02,121,131,
16:30:02,121,131,
16:30:02,128,223,
16:30:02,128,223,
16:30:02,124,136,
16:30:02,124,136,
16:30:02,129,134,
16:30:02,129,134,
16:30:02,133,183,
16:30:02,133,183,
16:30:02,134,142,
16:30:02,134,142,
16:30:02,136,144,
16:30:02,136,144,
16:30:02,141,179,
16:30:02,141,179,
16:30:02,165,164,
16:30:02,165,164,
16:30:02,154,162,
16:30:02,154,162,
16:30:02,159,161,
16:30:02,159,161,
16:30:02,,,OUT
16:30:02,166,162,
16:30:02,166,162,
16:30:02,166,162,
16:30:02,139,136,
16:30:02,156,155,
16:30:03,156,155,
16:30:03,156,155,
16:30:03,137,138,
16:30:03,139,136,
16:30:03,139,136,
16:30:03,139,136,
16:30:03,138,157,
16:30:03,137,138,
16:30:03,137,138,
16:30:03,137,138,
16:30:03,142,141,
16:30:03,142,141,
16:30:03,142,141,
16:30:03,142,141,
16:30:03,141,142,
16:30:03,141,141,
16:30:03,141,141,
16:30:03,141,141,
16:30:03,141,152,
16:30:03,141,142,
16:30:03,141,142,
16:30:03,141,142,
16:30:03,140,144,
16:30:03,140,144,
16:30:03,140,144,
16:30:03,136,140,
16:30:03,136,140,
16:30:03,134,138,
16:30:03,134,138,
16:30:03,137,177,
16:30:03,137,177,
16:30:03,134,136,
16:30:03,134,136,
16:30:03,140,137,
16:30:03,140,137,
16:30:03,134,178,
16:30:03,134,178,
16:30:03,136,164,
16:30:03,136,164,
16:30:03,139,222,
16:30:03,139,222,
16:30:03,,,IN
16:30:10,168,222,
16:30:10,168,222,
16:30:10,168,222,
16:30:10,130,167,
16:30:10,155,222,
16:30:10,155,222,
16:30:10,155,222,
16:30:10,144,159,
16:30:10,130,167,
16:30:10,130,167,
16:30:10,130,167,
16:30:10,113,222,
16:30:10,113,222,
16:30:10,113,222,
16:30:10,109,113,
16:30:10,109,113,
16:30:10,107,147,
16:30:10,107,147,
16:30:10,108,113,
16:30:11,108,113,
16:30:11,110,118,
16:30:11,110,118,
16:30:11,109,114,
16:30:11,109,114,
16:30:11,110,118,
16:30:11,110,118,
16:30:11,112,115,
16:30:11,112,115,
16:30:11,111,117,
16:30:11,111,117,
16:30:11,111,112,
16:30:11,111,112,
16:30:11,115,111,
16:30:11,115,111,
16:30:11,109,111,
16:30:11,109,111,
16:30:11,107,109,
16:30:11,107,109,
16:30:11,104,104,
16:30:11,104,104,
16:30:11,101,103,
16:30:11,101,103,
16:30:11,103,98,
16:30:11,103,98,
16:30:11,102,95,
16:30:11,102,95,
16:30:11,97,98,
16:30:11,97,98,
16:30:11,95,92,
16:30:11,95,92,
16:30:11,98,94,
16:30:11,98,94,
16:30:11,101,103,
16:30:11,101,103,
16:30:11,102,102,
16:30:11,102,102,
16:30:11,103,100,
16:30:11,103,100,
16:30:12,105,100,
16:30:12,105,100,
16:30:12,105,102,
16:30:12,105,102,
16:30:12,112,103,
16:30:12,112,103,
16:30:12,223,104,
16:30:12,223,104,
16:30:12,189,109,
16:30:12,189,109,
16:30:12,223,223,
16:30:12,223,223,
16:30:12,223,111,
16:30:12,223,111,
16:30:12,223,222,
16:30:12,223,222,
16:30:12,178,222,
16:30:12,178,222,
16:30:12,165,222,
16:30:12,165,222,
16:30:12,,,IN
16:30:12,162,175,
16:30:12,162,175,
16:30:12,162,175,
16:30:12,146,166,
16:30:12,160,222,
16:30:12,160,222,
16:30:12,160,222,
16:30:12,143,222,
16:30:12,146,166,
16:30:12,146,166,
16:30:13,146,166,
16:30:13,142,146,
16:30:13,142,146,
16:30:13,142,146,
16:30:13,136,139,
16:30:13,136,139,
16:30:13,128,136,
16:30:13,128,136,
16:30:13,128,129,
16:30:13,128,129,
16:30:13,124,129,
16:30:13,124,129,
16:30:13,123,131,
