 Time, durationA, durationB, comment
16:30:13,123,131,
16:30:13,122,128,
16:30:13,122,128,
16:30:13,121,121,
16:30:13,121,121,
16:30:13,115,120,
16:30:13,115,120,
16:30:13,114,116,
16:30:13,114,116,
16:30:13,114,115,
16:30:13,114,115,
16:30:13,112,112,
16:30:13,112,112,
16:30:13,110,114,
16:30:13,110,114,
16:30:13,106,109,
16:30:13,106,109,
16:30:13,107,106,
16:30:13,107,106,
16:30:13,106,110,
16:30:13,106,110,
16:30:13,106,106,
16:30:13,106,106,
16:30:13,107,104,
16:30:13,107,104,
16:30:13,106,109,
16:30:13,106,109,
16:30:13,107,105,
16:30:13,107,105,
16:30:14,107,106,
16:30:14,107,106,
16:30:14,108,107,
16:30:14,108,107,
16:30:14,111,107,
16:30:14,111,107,
16:30:14,112,110,
16:30:14,112,110,
16:30:14,114,111,
16:30:14,114,111,
16:30:14,116,112,
16:30:14,116,112,
16:30:14,120,114,
16:30:14,120,114,
16:30:14,124,117,
16:30:14,124,117,
16:30:14,122,118,
16:30:14,122,118,
16:30:14,126,120,
16:30:14,126,120,
16:30:14,126,123,
16:30:14,126,123,
16:30:14,129,124,
16:30:14,129,124,
16:30:14,131,126,
16:30:14,131,126,
16:30:14,132,127,
16:30:14,132,127,
16:30:14,134,133,
16:30:14,134,133,
16:30:14,139,222,
16:30:14,139,222,
16:30:14,141,133,
16:30:14,141,133,
16:30:14,139,137,
16:30:14,139,137,
16:30:14,225,138,
16:30:15,225,138,
16:30:15,225,222,
16:30:15,225,222,
16:30:15,224,223,
16:30:15,224,223,
16:30:15,223,154,
16:30:15,223,154,
16:30:15,,,IN
16:30:18,223,223,
16:30:18,223,223,
16:30:18,223,223,
16:30:18,223,144,
16:30:18,154,150,
16:30:18,154,150,
16:30:18,154,150,
16:30:18,174,146,
16:30:18,223,144,
16:30:18,223,144,
16:30:18,223,144,
16:30:18,141,135,
16:30:18,141,135,
16:30:18,141,135,
16:30:18,137,133,
16:30:18,137,133,
16:30:18,129,126,
16:30:18,129,126,
16:30:18,128,123,
16:30:18,128,123,
16:30:18,131,121,
16:30:18,131,121,
16:30:18,129,121,
16:30:18,129,121,
16:30:18,123,118,
16:30:18,123,118,
16:30:18,121,114,
16:30:18,121,114,
16:30:18,116,112,
16:30:18,116,112,
16:30:18,113,109,
16:30:18,113,109,
16:30:18,111,107,
16:30:18,111,107,
16:30:18,108,105,
16:30:18,108,105,
16:30:18,107,104,
16:30:18,107,104,
16:30:18,105,104,
16:30:18,105,104,
16:30:18,105,104,
16:30:18,105,104,
16:30:19,106,103,
16:30:19,106,103,
16:30:19,103,103,
16:30:19,103,103,
16:30:19,103,103,
16:30:19,103,103,
16:30:19,104,104,
16:30:19,104,104,
16:30:19,105,108,
16:30:19,105,108,
16:30:19,107,114,
16:30:19,107,114,
16:30:19,109,114,
16:30:19,109,114,
16:30:19,114,113,
16:30:19,114,113,
16:30:19,114,115,
16:30:19,114,115,
16:30:19,118,118,
16:30:19,118,118,
16:30:19,119,119,
16:30:19,119,119,
16:30:19,123,142,
16:30:19,123,142,
16:30:19,120,126,
16:30:19,120,126,
16:30:19,125,124,
16:30:19,125,124,
16:30:19,122,132,
16:30:19,122,132,
16:30:19,124,128,
16:30:19,124,128,
16:30:19,123,133,
16:30:19,123,133,
16:30:19,130,115,
16:30:19,130,115,
16:30:19,118,113,
16:30:19,118,113,
16:30:19,121,111,
16:30:19,121,111,
16:30:19,117,108,
16:30:20,117,108,
16:30:20,112,116,
16:30:20,112,116,
16:30:20,97,95,
16:30:20,97,95,
16:30:20,95,93,
16:30:20,95,93,
16:30:20,96,96,
16:30:20,96,96,
16:30:20,99,139,
16:30:20,99,139,
16:30:20,103,111,
16:30:20,103,111,
16:30:20,107,108,
16:30:20,107,108,
16:30:20,110,109,
16:30:20,110,109,
16:30:20,107,109,
16:30:20,107,109,
16:30:20,110,109,
16:30:20,110,109,
16:30:20,110,113,
16:30:20,110,113,
16:30:20,112,115,
16:30:20,112,115,
16:30:20,112,115,
16:30:20,112,115,
16:30:20,109,118,
16:30:20,109,118,
16:30:20,109,119,
16:30:20,109,119,
16:30:20,102,134,
16:30:20,102,134,
16:30:20,100,145,
16:30:20,100,145,
16:30:20,98,101,
16:30:20,98,101,
16:30:20,95,103,
16:30:21,95,103,
16:30:21,97,150,
16:30:21,97,150,
16:30:21,130,149,
16:30:21,130,149,
16:30:21,129,222,
16:30:21,129,222,
16:30:21,223,223,
16:30:21,223,223,
16:30:21,137,223,
16:30:21,137,223,
16:30:21,223,223,
16:30:21,223,223,
16:30:21,223,223,
16:30:21,223,223,
16:30:21,223,222,
16:30:26,223,222,
16:30:26,,,OUT
